,supplier_name,sku,name,cloudstoreUrl,description,extra_comments,extra_open_data_level,
28,Digirati,3.G3.172.001,Agile Development,http://govstore.service.gov.uk/cloudstore/agile-development-5065,"Digirati provides strategy, design, integration and engineering consultancy to public and private sector clients for online publishing and customer engagement solutions. Our approach and methodology is highly disciplined, lean and agile to ensure high value implementations that deliver to a well-considered set of requirements
We utilise open source technologies where appropriate to avoid vendor lock in for our customers and better collaboration with other bodies when possible. Digirati run a number of open source projects themselves which are used on multiple engagements including a solution for delivering library content over the web and an interactive timeline that works with Linked Data. We are also a Gold Partner for the open source Umbraco CMS.
Our development approach is Agile and platform-centric. Reliable technical delivery of well-architected systems is what Digirat's reputation is built upon. Our work is 100% onshore and we work onsite as much as required during the build phase using iterative development techniques to ensure a regular feedback loop with the client. Our engineers are specially selected to have strong communication skills and a customer focus based on the principle of the ""true engineer"": an engineer that can talk to a client, understand their requirements and devise and deliver a solution. This is a cost-effective direct approach which ensures quality and cuts out unnecessary and expensive project overheads.
We engage with clients at every stage of a project lifespan from research and analysis to design, implementation and support. Digirati's full set of services can be categorised as follows:
Digital Strategy
Business Analysis
User Experience
Visual Design
User Interface Design
System Architecture
Agile Software Development
System Integration
Testing
Training
Support
Hosting
Project Management
Digirati have worked with a large number of central government departments such as the Home Office, UK Border Agency, Communities & Local Government, Ofcom, MOJ, HMI Probation, and the Welsh Assembly; typically focusing on the technical implementation of their content managed websites and online systems with various bespoke developments and integrations.
The value we bring to our clients is driven by our belief that well aligned technology reduces the ongoing costs of digital projects. Typical solution domains that we build and integrate include:
Web, Mobile & Tablet Content Delivery
Multichannel Content Management
Enterprise Search
Semantic Web, Linked Data & Open Data
Knowledge Organisation Systems
Access Control & Rights Management
Online Communities, Social Media & Collaboration
Solutions Web & Social Media Analytics
With numerous software certifications in place as well as compliance with both ISO9001 and ISO27001 we ensure the highest quality and security of the work we deliver.",- Duplicate of 4.G4.0681.201,NA,
29,Digirati,4.G4.0681.201,Design and Development Services,http://govstore.service.gov.uk/cloudstore/design-and-development-services4-g4-0681-201,"Digirati provides strategy, design, integration and engineering consultancy to public and private sector clients for online publishing and customer engagement solutions. Our approach and methodology is highly disciplined, lean and agile to ensure high value implementations that deliver to a well-considered set of requirements We utilise open source technologies where appropriate to avoid vendor lock in for our customers and better collaboration with other bodies when possible. Digirati run a number of open source projects themselves which are used on multiple engagements including a solution for delivering library content over the web and an interactive timeline that works with Linked Data. We are also a Gold Partner for the open source Umbraco CMS. Our development approach is Agile and platform-centric. Reliable technical delivery of well-architected systems is what Digirat's reputation is built upon. Our work is 100% onshore and we work onsite as much as required during the build phase using iterative development techniques to ensure a regular feedback loop with the client. Our engineers are specially selected to have strong communication skills and a customer focus based on the principle of the ""true engineer"": an engineer that can talk to a client, understand their requirements and devise and deliver a solution. This is a cost-effective direct approach which ensures quality and cuts out unnecessary and expensive project overheads. We engage with clients at every stage of a project lifespan from research and analysis to design, implementation and support. Digirati's full set of services can be categorised as follows: Digital Strategy Business Analysis User Experience Visual Design User Interface Design System Architecture Agile Software Development System Integration Testing Training Support Hosting Project Management Digirati have worked with a large number of central government departments such as the Home Office, UK Border Agency, Communities & Local Government, Ofcom, MOJ, HMI Probation, and the Welsh Assembly; typically focusing on the technical implementation of their content managed websites and online systems with various bespoke developments and integrations. The value we bring to our clients is driven by our belief that well aligned technology reduces the ongoing costs of digital projects. Typical solution domains that we build and integrate include: Web, Mobile & Tablet Content Delivery Multichannel Content Management Enterprise Search Semantic Web, Linked Data & Open Data Knowledge Organisation Systems Access Control & Rights Management Online Communities, Social Media & Collaboration Solutions Web & Social Media Analytics Impact Level 0, however with numerous software certifications in place as well as compliance with both ISO9001 and ISO27001 we ensure the highest quality and security of the work we deliver.","- Open data is listed among the ""solution domains"" they typically delivered in the past.",0,
30,ESRI (UK) Limited,4.G2.0209.010,ArcGIS Online - open public services solutions,http://govstore.service.gov.uk/cloudstore/arcgis-online-open-public-services-solutions4-g2-0209-010,"ArcGIS Online is a Geographic Information System (GIS) in the cloud. It is also a content management system for location based data. ArcGIS Online enables you to create and share maps, mapping applications and location services so that you, your colleagues and partners can view, interact with and understand your data in a new way. The maps and applications can include your own data, documents and images and information from other organisations. You can also access maps and aerial and satellite images from other providers. With ArcGIS Online, you can: ‰Û¢ Create and share interactive maps that can be accessed through a web browser, Microsoft Office, a mobile device (Android, iOS and Windows), other mapping systems or a custom application ‰Û¢ Access and discover free maps, datasets, services, tools and other geospatial content ‰Û¢ Manage your geospatial content through an easy-to-use catalogue of items and groups ‰Û¢ Share your content publicly, or with specific groups, or keep it private ‰Û¢ Carry out geoprocessing tasks such as geocoding, routing and real time feeds ‰Û¢ Use pre-defined templates and layouts to quickly publish location information ‰Û¢ Stay in control of your data, lower your IT costs, and provide your internal users, partners and the public with easy-to-use, web-enabled content ‰Û¢ Integrate with your organisation‰Ûªs security system (e.g. Active Directory) to control access to your data. ArcGIS Online can help provide information on public services by providing access to key information, allowing the sharing of information between organisations, and assisting with issues relating to accountability and transparency, including published Open Data on data.gov.uk and similar sites.","- The supplier offer itself for ""assisting with issues relating to accountability and transparency, including published Open Data on data.gov.uk and similar sites"".",1,1
31,Enterprise Blueprints,4.G4.0885.001,AGILE ENTERPRISE ARCHITECTURE - INITIAL ASSESSMENT PACKAGE,http://govstore.service.gov.uk/cloudstore/agile-enterprise-architecture-initial-assessment-package4-g4-0885-001,"This package is targeted at buyers with the challenge of transitioning their current architectures to enable Agile Development and facilitate lean methods of working adopting cloud based approaches where appropriate. It helps to define the organisational objectives and need as well the various touch/transition points that will be required to undertake the evolution of the current state of Business, Application, Infrastructure and Data architectures to their required target state. Enterprise Blueprints offer a range of output based Agile Technical Architecture, Enterprise Architecture, Technical Strategy and Solution Architecture packages that offer very practical and conformant solutions with excellent Value For Money (VFM). These products are designed to support development of HM Treasury business cases and take account of HMG IT Strategy including GDS‰Ûªs implementation policy. The scope of the ‰Û÷Initial Assessment‰Ûª package comprises tailored elements of: ‰Û¢ IT Landscape review including options for consolidation, rationalisation and modernisation ‰Û¢ Assessment of business architecture maturity ‰Û¢ High level assessment of alignment between business and technical/solution architectures ‰Û¢ High level assessment of security and compliance architecture ‰Û¢ Review of transition from available ‰Û÷as-is‰Ûª to ‰Û÷to-be‰Ûª architectures including the use of open source and open standards to address cost and vendor lock-in ‰Û¢ The use of modern infrastructure architectures to enable green IT and flexible service provision through cloud based solutions ‰Û¢ The development of an assessment of the alignment between the business, technical architectures and the overarching information management strategy and information architecture which could enable provision of open data and use of big data Package delivery is within 4 weeks of commissioning and is based on the assumption that there will be requisite access to client information and parties. An accelerated delivery option can be offered but would attract a 10 to 20% premium depending on circumstances. The results of the assessment can be delivered in a presentation style, or as a formal report depending on the buyers need. The package will include a fixed price, outcome based proposal that provides options to secure the ‰Û÷next stage‰Ûª work-package and identify a tailored approach to addressing relevant issues for the business. Enterprise Blueprints has experience of conducting agile technical architecture work in IL3 environments and has created very practical outputs that has enabled clients to readily adopt novel initiatives and technical concepts delivered by agile, non-agile and hybrid methodologies, for example: ‰Û¢ Technology and service roadmaps that exploit agile development opportunities ‰Û¢ Integrated technology based services using ‰Û÷SIAM‰Ûª coordinated commodity tower sourcing ‰Û¢ Migration of legacy environments to service oriented delivery ‰Û¢ Intelligent adoption of new technology (cloud, big data, social media, ... ) including assisted digital and providing services aligned to the digital service standard ‰Û¢ Operation under exacting compliance including: DPA, ICO, PCI/DSS, ISO27001/HMG IAMM and using frameworks such as ITIL V3 ‰Û¢ Technological change as a means of gaining efficiency savings transition to increased green capability and delivery of flexible infrastructure provision If required, solution design and implementation assurance services can be separately offered. Enterprise Blueprints use a blend of experienced consultants and a range of highly competent and innovative architects to ensure products are qualitatively sound and have practical relevance. Every package will benefit from the use of industry leading methods, aligning to the Agile agenda, standardised processes and tooling that are integrated within an accredited quality management system, including: ‰Û¢ Strong governance which will be linked to the Client‰Ûªs to ensure proper control ‰Û¢ Industry standard architecture frameworks such as TOGAF, ITIL V3 ‰Û¢ Qualified and competent in EA practice(s) evidenced by TOGAF and ITIL Certification and knowledgeable on HMG processes, governance and strategy implementation ‰Û¢ Tooling that is available ‰Û÷on demand‰Ûª and is extensible for client use Each client will have a senior EB architect assigned as being responsible for all aspects of their account and direct access to an Enterprise Blueprints board member in the unlikely event that escalation is necessary.","- Open data is named when stating: ""The development of an assessment of the alignment between the business, technical architectures and the overarching information management strategy and information architecture which could enable provision of open data and use of big data Package delivery is within 4 weeks of commissioning and is based on the assumption that there will be requisite access to client information and parties.""",0,
32,Enterprise Blueprints,4.G4.0885.005,AGILE ENTERPRISE ARCHITECTURE SERVICES,http://govstore.service.gov.uk/cloudstore/agile-enterprise-architecture-services4-g4-0885-005,"Enterprise Blueprints offer services covering: Agile Technical Architecture, Enterprise Architecture, Technical Strategy and Solution Architecture. Our service approach is to provide pragmatic and conformant solutions which represent excellent Value For Money (VFM). In particular they readily support the development of HM Treasury business cases and take account of HMG IT Strategy including GDS‰Ûªsservice standards. Our service offering includes: ‰Û¢ IT Landscape review including options for consolidation, rationalisation and modernisation ‰Û¢ Assessment of business architecture maturity and alignment with IT agile delivery ‰Û¢ High level assessment of alignment between business and technical/solution architectures ‰Û¢ High level assessment of security and compliance architecture supporting Open Data ‰Û¢ Review of transition from available ‰Û÷as-is‰Ûª to ‰Û÷to-be‰Ûª architectures including the use of open source and open standards to address cost and vendor lock-in identifying SMEs with service components ‰Û¢ The use of modern infrastructure architectures to enable green IT and flexible service provision through cloud based solutions and the use of IAAS, PAAS and cloud (private, public) ‰Û¢ The development of an assessment of the alignment between the business, technical architectures and the overarching information management strategy and information architecture which could enable provision of open data and use of big data Enterprise Blueprints have experience of conducting agile technical architecture work in IL3 environments and creating innovative outputs that have enabled clients to readily adopt novel initiatives and technical concepts delivered by agile, non-agile and hybrid methodologies, for example: ‰Û¢ Technology and service roadmaps that exploit agile development mind-set and approaches ‰Û¢ Integrated technology based services building out on HMG operating as the ‰Û÷SIAM‰Ûª providing coordinated commodity tower sourcing ‰Û¢ Migration and integration of legacy environments to service oriented and agile delivery ‰Û¢ Intelligent adoption of new technology (cloud, big data, social media, ... ) including assisted digital and providing services aligned to the GDS digital service standard ‰Û¢ Operation under exacting compliance including: DPA, ICO, PCI/DSS, ISO27001/HMG IAMM and using frameworks such as ITIL V3 ‰Û¢ Technological change as a means of gaining efficiency savings transition to increased green capability and delivery of flexible infrastructure provision Enterprise Blueprints have experienced architects and a range of highly competent and innovative experts to ensure engagement outputs are qualitatively sound and have practical relevance. All of the services are based on industry leading methods, aligning to the Agile agenda, standardised processes and tooling that are integrated within an accredited quality management system, including: ‰Û¢ Strong governance which will be linked to the Client‰Ûªs to ensure proper control ‰Û¢ Industry standard architecture frameworks such as TOGAF, ITIL V3 ‰Û¢ Qualified and competent in EA practice(s) evidenced by TOGAF and ITIL Certification and knowledgeable on HMG processes, governance and strategy implementation ‰Û¢ Standard tooling that is available ‰Û÷on demand‰Ûª and is extensible for client use Each client will have a senior EB architect assigned as being responsible for all aspects of their account and direct access to an Enterprise Blueprints board member in the unlikely event that escalation is necessary.","- This is a sort of ""follow-up"" advisory service to 4.G4.0885.001. The entry apparently exists just to differentiate a project in which an initial architectural assessment is done from a project when architecture services are actually delivered. I will consider this a duplicate.",NA,
33,ICNH Ltd,3.G3.258.002,DrDoctor Agile and Open-source Development Services,http://govstore.service.gov.uk/cloudstore/drdoctor-agile-and-open-source-development-services,"We provide agile development of software and business processes, either as a supplementary system (e.g. smartphone version of website) or a complete system (e.g. electronic personal health record).
We can also advise on whether agile is the correct approach to adopt for your situation and how best to procure and manage it.
We also provide custom development of open-source, open-standard and open-data software and can advise on whether these approaches are right for your situation.
Advice is free (within sensible limits)!
Other services are priced on a day rate (600-1600 per day, depending on requirements)","- The supplier writes ""We also provide custom development of open-source, open-standard and open-data software and can advise on whether these approaches are right for your situation."" but the statement appears shallow.",0,
34,Liberata UK Ltd,4.G2.0212.004,Listpoint - reference data management,http://govstore.service.gov.uk/cloudstore/listpoint-reference-data-management4-g2-0212-004,"Listpoint is the essential data management service and toolkit that unleashes the valuable insights locked up in big data and open data. Whether you are an entrepreneur, a public servant, a data steward or developer - Listpoint is for you.",,0,
35,Methods,4.G4.0328.272,Methods - Getmapping White-Label Web GIS,http://govstore.service.gov.uk/cloudstore/methods-getmapping-white-label-web-gis4-g4-0328-272,"Getmapping White-Label Web GIS is an online mapping tool that can be branded and configured to suit your organisation. It can be used to plot information, create professional maps and share your business intelligence data. The software is suitable for organisations of any size and can be accessed from anywhere in the world, allowing easy remote, offsite and distributed working. The software is particularly popular with national environmental trusts, Local Authorities, Parish Councils and utilities. The software can complement your existing GIS infrastructure by providing additional users with an easy-to-use mapping interface, or it can become your primary GIS solution. The software makes managing mapping simple and efficient by providing an easy-to-use Admin interface to control users and layer styling. It also includes many pre-configured map layers that are maintained by Getmapping, removing the need to download and update these layers manually. For example, Natural England layers are kept up-to-date within the system. KEY FEATURES Built-in tools; Search, Print, Analyse, Annotate, Edit, Measure and Attach Files, among others. High resolution aerial photography for the UK built in Cloud Storage for your mapping at our high-performance UK-based Data Centre Professional assistance to help source and manage cost-effective map data KEY BENEFITS Out-of-the-box solution that can be fully deployed within 24 hours Brand it as your own product with your corporate logo and colour scheme Customised login page to fit in with your corporate design No investment in IT hardware, databases, software, development or maintenance Pre-configured Admin Panel to give you control of mapping, users, styling, tools and security TECHNICAL Import data using WMS, WFS, SHP, TAB, DXF or KML, or create new files Geocoding service to turn spreadsheets or databases into map data Supports all modern web browsers Continuous development of new tools, mapping, modules and 3rd party bolt-ons Over 99.9% system uptime INCLUDED Web GIS Map Interface with Search, Print, Measure, Edit and Attachment modules Web GIS Admin Panel A range of open mapping datasets, including Natural England, SNH, CCW, English Heritage, OS OpenData and BGS, among others PSMA and OSMA datasets (if licenced) Customer-side database links available for customers with 400+ users Getmapping WMS Collections available for customers with 400+ users",,1,1
36,Methods,4.G4.0328.218,Methods ‰ÛÒ Getmapping WMS Collections: OS OpenData,http://govstore.service.gov.uk/cloudstore/methods-getmapping-wms-collections-os-opendata4-g4-0328-218,"Getmapping WMS Collections (Web Map Service) allows geographic base map data to be streamed over the web. It can be used as a cost-effective and efficient way of giving a whole organisation access to high quality map data, without the need for large local copies of the datasets to maintain in-house. With Getmapping WMS Collections, an organisation can remove the need to store and maintain their own copies of base mapping which saves time and frees IT resources and costs. Getmapping ensures all base maps are up-to-date which means each user can rely on the service to display the latest maps. It also ensures continuity over an organisation as each user is viewing the same version of the map. Getmapping WMS Collections: OS OpenData provides access to all the Ordnance Survey raster base maps available as OS OpenData. They are as follows; OS MiniScale, OS 1:250,000 Scale Colour Raster, OS VectorMap District and OS StreetView. Getmapping also value-adds the datasets to provide faded and greyscale versions of the mapping. The OS OpenData WMS Collection is a popular streaming product for large and small organisations as it provides a range of useful map scales that can underpin critical business operations at a very low annual cost. Getmapping WMS Collections can be connected to any OGC-compliant software package, or any WMS-compatible API. It can also be used directly within a web browser. Popular compatible software includes Pitney Bowes MapInfo Professional, ESRI ArcGIS, Quantum GIS, CadCorp SIS, Gaia and Getmapping GIS, among others. All Getmapping WMS Collections offer a 99.9% or greater service uptime and typical map load speeds range from less than 1 second on a Broadband connection up to 5 seconds on a mobile internet connection. These may vary depending on an organisation‰Ûªs connection. Getmapping are very happy to provide demo accounts so the service can be tested on a customer‰Ûªs own connection.",,1,1
37,Multizone Limited,3.G2.185.002,Branded mobile app as a Service (bSaaS),http://govstore.service.gov.uk/cloudstore/branded-mobile-app-as-a-service-bsaas,"Multizone's ""Workforce Online Social Engagement branded mobile app as a Service"" (bSaaS) is a customer branded set of mobile applications for Android, iOS and BlackBerry provided as a service with information about the customer and its workforces activities including what's happening right now provided from open data and social networks without the need to join or log in to anything although replying and engaging with our app content may require a login. Our apps deliver proven engagement to the majority of the community who have mobile phones - a much wider demographic than traditional engagement methods like meetings and circulars, and at a much lower cost. The apps are typically free to download from the mobile phone app stores and are advert free. Features include interaction, social data, open data feeds, maps, activity ratings and push notifications to end users interested in the activities of the customer organisation and itw workforce.",- Duplicate of 4.G2.0232.002?,NA,
38,Multizone Limited,4.G2.0232.002,Branded mobile app as a Service (bSaaS),http://govstore.service.gov.uk/cloudstore/branded-mobile-app-as-a-service-bsaas-4-g2-0232-002,"Multizone's ""Workforce Online Social Engagement branded mobile app as a Service"" (bSaaS) is a customer branded set of mobile applications for Android, iOS and BlackBerry provided as a service with information about the customer and its workforces activities including what's happening right now provided from open data and social networks without the need to join or log in to anything although replying and engaging with our app content may require a login. Our apps deliver proven engagement to the majority of the community who have mobile phones - a much wider demographic than traditional engagement methods like meetings and circulars, and at a much lower cost. The apps are typically free to download from the mobile phone app stores and are advert free. Features include interaction, social data, open data feeds, maps, activity ratings and push notifications to end users interested in the activities of the customer organisation and itw workforce.",- Reference to open data is shallow,0,
39,Multizone Limited,4.G4.0232.201,Dashboard app as a Service (dSaaS),http://govstore.service.gov.uk/cloudstore/dashboard-app-as-a-service-dsaas-4-g4-0232-201,"Multizone's ""Dashboard app as a Service"" (dSaaS) provides a view of workforce engagement. The app is customised for each deployment to allow managers or other stakeholders to see activity from social networks. Multizone apps use social media networks and open data, and do not require any special security. These apps for Android, iOS and BlackBerry tablet computers allow stakeholders to zero in on critical issues, workforce interventions, and outcomes and allow stakeholders to engage in dialogue about them online. The apps use social media networks and open data, and do not require any special security.",- Reference to open data is shallow,0,
40,Multizone Limited,3.G2.185.004,Mobile dashboard app as a Service (dSaaS),http://govstore.service.gov.uk/cloudstore/mobile-dashboard-app-as-a-service-dsaas,"Multizone's ""Workforce Online Social Engagement workforce mobile dashboard app as a Service"" (dSaaS) provides a view of workforce engagement. The app is customised for each deployment to allow managers or other stakeholders to see activity from social networks. Multizone apps use social media networks and open data, and do not require any special security. These apps for Android, iOS and BlackBerry tablet computers allow stakeholders to zero in on critical issues, workforce interventions, and outcomes and allow stakeholders to engage in dialogue about them online. The apps use social media networks and open data, and do not require any special security.",- Reference to open data is shallow,0,
41,Multizone Limited,3.G2.185.003,Workforce mobile app as a Service (wSaaS),http://govstore.service.gov.uk/cloudstore/workforce-mobile-app-as-a-service-wsaas,"Multizone's ""Workforce Online Social Engagement workforce mobile app as a Service"" (wSaaS) is the key to the widespread adoption of social engagement by a workforce. The workforce apps for Android, iOS and BlackBerry smartphones allow users to confidently create genuine local timely information about their activity in the community, without wasting time, and with complete governance. Our proven apps update social networks as well as providing information for our optional free to download branded mobile apps for the public. These updates amplify and reinforce existing visible elements of workforce activity with social media network updates designed to boost local confidence and awareness, and to create an online geocoded record of the activity concerned. Governance is ensured through our platform for user and update management. The apps use social media networks and open data, and do not require any special security.",- Duplicate of 4.G2.0232.003?,NA,
42,Multizone Limited,4.G2.0232.003,Workforce mobile app as a Service (wSaaS),http://govstore.service.gov.uk/cloudstore/workforce-mobile-app-as-a-service-wsaas-4-g2-0232-003,"Multizone's ""Workforce Online Social Engagement workforce mobile app as a Service"" (wSaaS) is the key to the widespread adoption of social engagement by a workforce. The workforce apps for Android, iOS and BlackBerry smartphones allow users to confidently create genuine local timely information about their activity in the community, without wasting time, and with complete governance. Our proven apps update social networks as well as providing information for our optional free to download branded mobile apps for the public. These updates amplify and reinforce existing visible elements of workforce activity with social media network updates designed to boost local confidence and awareness, and to create an online geocoded record of the activity concerned. Governance is ensured through our platform for user and update management. The apps use social media networks and open data, and do not require any special security.",- Reference to open data is shallow,0,
43,Open Data Institute,4.G4.0566.201,Consultancy Services - Open Data/Transparency,http://govstore.service.gov.uk/cloudstore/consultancy-services-open-data-transparency4-g4-0566-201,"The Open Data Institute is staffed by leaders in their field, drawing on this expertise to provide independent advice and consultancy support, specialising in the services around the Open Data ecosystem. We have expertise in: * Open Data and Transparency Strategy * Publishing data, including linked data * Working with data to provide insight * Data science and related web and development services As a mission driven, not for profit organisation we make sure all our work builds capability in the client and provides learning for all.",,2,1
44,Open Data Institute,3.G3.438.001,Consultancy Services - Open Data/Transparency,http://govstore.service.gov.uk/cloudstore/consultancy-services-open-data-transparency,"The Open Data Institute is staffed by leaders in their field and draws on this expertise to provide independent advice and consultancy support specialising in the services around the Open Data ecosystem. We have expertise in:
* Open Data and Transparency Strategy;
* Publishing data, including linked data; and
* Working with data to provide insight.
* Data science and related web / development services
As a mission driven not for profit we make sure all our work builds capability in the client and provides learning for all.",- Duplicate of 4.G4.0566.201?,NA,
45,Open Knowledge Foundation Limited,3.G2.208.002,CKAN Data Management Systems,http://govstore.service.gov.uk/cloudstore/ckan-data-management-systems,"We offer hosted and bespoke open source data management systems built upon our flagship CKAN platform, which powers data.gov.uk, data.gov and the EC Open Data Hub, amongst many other sites. CKAN is a powerful and flexible tool to store, process and present data. We also offer a range of consultancy services around open data, including but not limited to data wrangling, developing and customising the CKAN open source data management solution, and training, research, strategy, licensing advice, and community building in the open data space.",,2,1
46,Open Knowledge Foundation Limited,4.G4.0374.202,CKAN open source open data portal - deployment and customization,http://govstore.service.gov.uk/cloudstore/ckan-open-source-open-data-portal-deployment-and-customization4-g4-0374-202,"CKAN is a powerful data management system to publish open government data. It is used by various national governments and public institutions around the world, like data.gov.uk, data.gov, and the EU open data portal (see also www.ckan.org/instances). WHY CKAN? Some core characteristics make it a perfect choice for any public sector institution: CKAN.org is a community-based open source project and the source code is AGPL v3 licensed. This open approach assures users maximum room for manoeuvre in the future, protects their investment and prevents vendor lock-in. CKAN‰Ûªs architecture is highly modular: components and extensions allow the system to be customized to your needs. Developers can easily extend its functionality without the need to understand the whole system. In addition, CKAN offers a rich RESTful API (using JSON representations) that exposes all of CKAN‰Ûªs core functionality to external client applications using only open web standards. Finally, CKAN adheres to open standards ensuring interoperability like INSPIRE, OGC CSW, metadata based on DCAT, as well as HTML and web services based on REST. FEATURES. CKAN supports publishers and data re-users alike. Publishers benefit from easy metadata management, workflow and approval support, user authorization, the reporting of broken links, and analytics and use stats. Re-users benefit from a long list of search and discovery features, like powerful search/filtering incl. ‰ÛÏfollowing‰Ûù datasets, faceted browsing by tags/publishers/keywords/etc., a data explorer that allows preview, inspection and basic graphing for many types of data. In addition, CKAN offers INSPIRE-compliant geospatial capabilities like geo-search, map visualization, and metadata schemas (ISO19139, Gemini2.1, CSW); harvesting and normalization of metadata from other catalogs/servers from a variety of servers (CKAN, ArcGIS, Geoportal, Z39.50, WAF, CSW); data catalog interoperability (Data Catalog Interoperability Protocol) allowing search across different catalogs; multilingual support. SERVICE. The deployment package is geared towards cities (or federal agencies) who want to set up their own open data portal. It includes Deployment, Testing, Template/Theme Design, and Template/Theme Development of the latest stable release of CKAN 2.x. Usually, portals are deployed on client‰Ûªs servers, but we can offer alternatives if you prefer a different setup. Maintenance and support as well as bespoke extension, e.g., dashboards or visualisations, are available separately. Please see ‰ÛÏCKAN open source open data portal - maintenance/support and technical consulting on demand‰Ûù on G-Cloud. All core maintainers of CKAN are working for the Open Knowledge Foundation. Thus we can provide the complete technical know-how about CKAN in-house. Key words: open data portal, open data management, datahub, ckan.org, socrata",,2,1
47,Open Knowledge Foundation Limited,4.G4.0374.203,CKAN open source open data portal - maintenance/support and technical consulting,http://govstore.service.gov.uk/cloudstore/ckan-open-source-open-data-portal-maintenance-support-and-technical-consulting4-g4-0374-203,"CKAN is a powerful data management system to publish open government data. It is used by various national governments and public institutions around the world, like data.gov.uk, data.gov, and the EU open data portal (see also www.ckan.org/instances). WHY CKAN? Some core characteristics make it a perfect choice for any public sector institution: CKAN.org is a community-based open source project and the source code is AGPL v3 licensed. This open approach assures users maximum room for manoeuvre in the future, protects their investment and prevents vendor lock-in. CKAN‰Ûªs architecture is highly modular: components and extensions allow the system to be customized to your needs. Developers can easily extend its functionality without the need to understand the whole system. In addition, CKAN offers a rich RESTful API (using JSON representations) that exposes all of CKAN‰Ûªs core functionality to external client applications using only open web standards. Finally, CKAN adheres to open standards ensuring interoperability like INSPIRE, OGC CSW, metadata based on DCAT, as well as HTML and web services based on REST. FEATURES. CKAN supports publishers and data re-users alike. Publishers benefit from easy metadata management, workflow and approval support, user authorization, the reporting of broken links, and analytics and use stats. Re-users benefit from a long list of search and discovery features, like powerful search/filtering incl. ‰ÛÏfollowing‰Ûù datasets, faceted browsing by tags/publishers/keywords/etc., a data explorer that allows preview, inspection and basic graphing for many types of data. In addition, CKAN offers INSPIRE-compliant geospatial capabilities like geo-search, map visualization, and metadata schemas (ISO19139, Gemini2.1, CSW); harvesting and normalization of metadata from other catalogs/servers from a variety of servers (CKAN, ArcGIS, Geoportal, Z39.50, WAF, CSW); data catalog interoperability (Data Catalog Interoperability Protocol) allowing search across different catalogs; multilingual support. SERVICE. If you are running a CKAN-based open data portal, we can offer the full range of support services: from general maintenance and support up to bespoke development of extensions (, e.g., dashboards or visualisations) and customizations tailored to your needs. Technical support days may be bought individually at å£890 / day (including both project management and collaborative technical support) or in blocks of 10 days-plus (usable within 12 months) at å£8,300 per 10-day block. Support days may include for example: Consultancy / advice ‰ÛÒ on data portals, functionality and open data policy; Custom development ‰ÛÒ for example, integrating with another service, development of new features, customisation of input forms and schemas, and site theming; Support / upgrades ‰ÛÒ technical support for CKAN and upgrades to new versions; Bug fixing ‰ÛÒ quickly resolving any issues with your deployment. As all core maintainers of CKAN are working for the Open Knowledge Foundation, we can provide the complete technical know-how about CKAN in-house. Instead of a trial/free option, you can always approach the CKAN community directly online with your questions/requests. Key words: open data portal, open data management, datahub, ckan.org, socrata, data visualization, extension, customization, API, linked data, tag vocabulary, filestore, datastore, web interface, notification, schema, apps, JSON , XML, RDF",,2,1
48,Open Knowledge Foundation Limited,3.G2.208.001,Open Knowledge Foundation Services,http://govstore.service.gov.uk/cloudstore/open-knowledge-foundation-services,"We offer a range of consultancy services around open data, including but not limited to data wrangling, developing and customising open source software to store, process and present open data, and training, research, strategy, licensing advice, and community building in the open data and open content space.",,2,1
49,Open Knowledge Foundation Limited,3.G2.208.003,Open Spending Services,http://govstore.service.gov.uk/cloudstore/open-spending-services,"We offer a range of consultancy services around open data, particularly open government and public sector spending, budget and transactional data, including but not limited to data wrangling, developing and customising our flagship OpenSpending open source software to store, process and present open spending data, and training, research, strategy, licensing advice, and community building in the open data space.",,2,1
50,Open Knowledge Foundation Limited,4.G4.0374.201,Vendor-neutral Open Data consulting,http://govstore.service.gov.uk/cloudstore/vendor-neutral-open-data-consulting4-g4-0374-201,"The non-profit Open Knowledge Foundation (founded 2004) promotes open data and open content in all its forms, in domains ranging from government and science to culture. Its approach is hands-on, developing real solutions, ranging from open source software tools to training materials to connecting communities through working groups, to strategy consultancy for data publishers. The OKF has deployed or enabled others to deploy a large set of more than 50 digital data repositories around the world (ckan.org/instances). They run on software developed by the OKF, and range from every level of government to NGOs and community-driven portals. Our consultancy services cover the complete process of opening up data - from initial vision/policy work to data publication processes. Unique to OKF‰Ûªs offering is that we can simultaneously address the supply side and the demand side (data re-users). Please refer to the service description for a more detailed, process-based description of our consulting offer.",,2,1
51,Open Knowledge Foundation Limited,4.G4.0374.204,Vendor-neutral Open Data training course for managers,http://govstore.service.gov.uk/cloudstore/vendor-neutral-open-data-training-course-for-managers4-g4-0374-204,"The non-profit Open Knowledge Foundation (founded 2004) promotes open data and open content in all its forms, in domains ranging from government and science to culture. Its approach is hands-on, developing real solutions, ranging from open source software tools to training materials to connecting communities through working groups, to strategy consultancy for data publishers. We offer three different Open Data training courses. They are designed to help organisations during the various stages of implementing Open Data programs and portals. Our one-day introduction course is for organisations interested in getting the basics about open data. Our two five-day intensive courses for open data professionals are for organisations engaging seriously with open data: The administrative course covers all aspects from designing, planning and running an open data program, and the technical course covers everything from deploying a state-of-the-art open data portal to enhancing its functionality. Customized training courses tailored to your specific needs can be developed and delivered on demand. Please refer to the service definition and the pricing document for more details on the three courses.",,2,1
